"","Label","Markers"
"58","IgM+ PC precursor","CHPF, CHDH, IL17RB, LINC02362, LINC01484, LINC01485, PRDM1, CREB3L2, CTHRC1, ADM"
"59","IL7R DC","TMEM51, FHAD1, ELAVL4, CD1E, FCER1A, RGS18, CD207, IL1RN, CALCRL, SLC4A3"
"60","IL7R MMP12 macrophages","VWA1, GPR153, TNFRSF9, MIR34AHG, TMEM51-AS1, TMEM51, FHAD1, ATP13A2, ARHGEF10L, HTR6"
"61","ILC1","TTLL10, FCER1G, SH2D1B, XCL2, XCL1, LINC00299, GNLY, NMUR1, KIT, TRGC1"
"62","ITGAX ZEB2 macrophages","TNFRSF9, MIR34AHG, TMEM51-AS1, PLA2G2D, RAB42, SDC3, CSF3R, PTPRF, SYPL2, SHE"
"63","Light Zone GCBC","DMRTA2, PATE1, NPY1R, DDX53, NKD2, TEX13D, NXPH3, ERC2-IT1, LINC00345, HTRA3"
"64","LZ","EYA3, MARCKSL1, MFSD2A, HIVEP3, PRDX1, MCOLN2, MTF2, BCAR3, NTNG1, VAV3-AS1"
"65","LZ FDC","VWA1, TNFRSF9, PDPN, GJB3, GJA4, CITED4, FAM151A, GNG12, WLS, CNN3"
"66","LZ-BCL2A1 neg","CCDC28B, MARCKSL1, PRDX1, SEMA4A, FCRL3, PRDX6, RGS13, BPNT1, H3F3A, PARP1"
"67","LZ-DZ-re-entry early commitment","NOC2L, MRPL20, PARK7, ENO1, SRM, MRTO4, ZNF593, CCDC28B, MARCKSL1, MFSD2A"
"68","LZ-proliferative_BCL2A1neg","LINC01128, NOC2L, ISG15, SDF4, UBE2J2, PUSL1, INTS11, AURKAIP1, CCNL2, MRPL20-AS1"
"69","LZ-proliferative_BCL2A1pos","NOC2L, PUSL1, INTS11, AURKAIP1, MRPL20, ATAD3B, ATAD3A, CDK11B, NADK, TP73"
"70","M1 Macrophages","RBP7, TMEM51, ARHGEF10L, CDA, CSF3R, FCGR1B, FCGR1A, MTMR11, S100A12, ETV3L"
"71","MAIT","IL23R, FASLG, LINC01871, GNLY, IL18RAP, SLC4A10, DPP4, EOMES, CXCR6, GPR171"
"72","Mast cells","UTS2, KLHDC7A, TAL1, TCTEX1D1, NTRK1, PBX1, PTGS2, SLC45A3, GCSAML, CNRIP1"
"73","Mature IgA+ PC","SMPDL3B, TENT5C, SLAMF7, LINC00582, SDC1, CHPF, ITM2C, MANF, TMEM45A, FNDC3B"
"74","Mature IgG+ PC","SMPDL3B, AMPD1, TENT5C, SLAMF7, LINC00582, SDC1, CHPF, ITM2C, TMEM45A, FNDC3B"
"75","Mature IgM+ PC","CHPF, LINC02362, DERL3, FKBP11, SDC1, SLAMF7, DNAJB9, IGLV6-57, XBP1, CKAP4"
"76","MBC derived IgA+ PC","COL24A1, MAGI3, TENT5C, LMNA, SLAMF7, SDC1, PDK1, CASP10, CHPF, NYAP2"
"77","MBC derived IgG+ PC","PLEKHN1, SMPDL3B, TLCD4, AMPD1, TENT5C, SLAMF7, RGS1, LINC00582, SDC1, PAIP2B"
"78","MBC derived PC precursor","SLAMF7, SDC1, FNDC3B, GAB1, LINC02362, ELL2, LINC02836, PRDM1, CADPS2, DGKI"
"79","MBC-like_FCRL4+","RUNX3, STMN1, FGR, THEMIS2, CLSPN, CDCA8, CDC20, KIF2C, STIL, DEPDC1"
"80","MBC-like_nonproli","MARCKSL1, SEMA4A, FCRL3, RGS13, CCDC88A, RFTN1, KLHL6, BASP1, ZNF608, HLA-DMB"
"81","MBC-like_proli1","STMN1, HMGB2, TUBA1B, HMGB1, HMGN2, H2AFZ, TUBB, PCLAF, PTMA, NUSAP1"
"82","MBC-like_proli2","STMN1, CLSPN, ASPM, DTL, RRM2, MCM6, SPC25, POLQ, SMC4, NCAPG"
"83","MBC-like_proli3","ATAD3A, PGD, CENPS, SRM, TNFRSF8, MRTO4, RCC1, CLSPN, CTPS1, EBNA1BP2"
"84","Monocytes","RBP7, CDA, FGR, CSF3R, FCGR1B, FCGR1A, MTMR11, S100A9, S100A12, S100A8"
"85","MRC","MXRA8, RNF207, COL16A1, RSPO1, PODN, SGIP1, PTGER3, LHX8, PTGFR, ADGRL2"
"86","myeloid_multiome","PRDM16, GPR157, TMEM51-AS1, TMEM51, FHAD1, PADI2, ARHGEF10L, FGR, PHC2, CSF3R"
"87","Naive","TNFRSF25, DHRS3, UBXN10-AS1, TCEA3, MDS2, RCAN3, LDLRAP1, MAN1C1, EPB41, LCK"
"88","Naive CD8 T","CA6, RCAN3, LDLRAP1, MAN1C1, LCK, AK5, AMIGO1, DENND2D, CD2, REG4"
"89","NBC CD229+","LINC01857, CHL1, PARP15, ADAMTS6, CRIP3, OAS1, KLK4, LILRA4, FCMR, MS4A1"
"90","NBC first step activation","CD52, MACF1, S1PR1, C1orf162, TXNIP, CTSS, FCRL5, FCRL1, SELL, RALGPS2"
"91","NBC IFN-activated","ISG15, IFI44L, IFI44, RSAD2, EIF2AK2, STAT1, PARP14, HERC5, SAMD9L, LY6E"
"92","NBC main","CD52, BEND5, S1PR1, CHI3L2, C1orf162, TXNIP, PLEKHO1, CTSS, FCRL1, RCSD1"
"93","NBC S100A+","S100A9, S100A8, IGKC, CSTA, FDCSP, HLA-DRA, HLA-DPA1, HLA-DPB1, BTG1, IGHG3"
"94","NBC/OA first step activation","RERE, EIF4G3, CNR2, SMAP2, PDE4B, ST6GALNAC3, DPYD, VAV3, VAV3-AS1, LINC02785"
"95","ncsMBC","CNR2, SHISAL2A, L1TD1, ROR1, PDE4B, FNBP1L, S1PR1, DRAM2, CEPT1, C1orf162"
"96","ncsMBC FCRL4+","TNFRSF1B, RUNX3, SH3BGRL3, CD52, SYTL1, FGR, THEMIS2, PDE4B, IFI44L, GBP4"
"97","Neutrophil Granulocytes","CDA, CSF3R, S100A9, S100A12, S100A8, FCER1G, FCGR2A, FCGR3A, FCGR3B, GLUL"
"98","NKp44- ILC3","SGIP1, LINGO4, RORC, U91324.1, MEIS1-AS2, IL17RE, KIT, PRL, KCNK17, MDFI"
"99","NKp44+ ILC3","TNFRSF18, C1orf141, IL23R, LINGO4, RORC, FCER1G, SH2D1B, XCL2, XCL1, LINC00298"
"100","Nksig CD8 T","FCGR3A, GNLY, CX3CR1, FGFBP2, GZMA, GZMH, GZMB, ADGRG1, CCL5, S1PR5"
"101","non-GC-Tf-regs","TNFRSF18, TNFRSF4, UTS2, TNFRSF9, TNFRSF1B, GBP2, GBP5, CD2, S100A4, PYHIN1"
"102","Outer surface","RNF223, PLA2G2F, TENT5B, PDZK1IP1, ANXA9, CRNN, CRCT1, LCE3E, LCE3D, LCE3A"
"103","PB","E2F2, CLSPN, CDCA8, CDC20, KIF2C, CCDC163, STIL, DEPDC1, TENT5C, KCNN3"
"104","PB committed early PC precursor","DIRAS2, CFAP54, CCR10, VDR, PRDM1, SPARCL1, CRISP2, LINC01484, CKAP4, CD9"
"105","PC committed Light Zone GCBC","LINC01831, FRZB, OLR1, TMEM52B, SPARCL1, TAS2R39, LINC01484, RASSF6, PRDM1, IGLV2-34"
"106","PC-precursors","MARCKSL1, PRDX1, KCNN3, SEMA4A, RGS13, GPR137B, CCDC88A, SPRED2, FMNL2, DHRS9"
"107","PDC","MMP23B, AJAP1, EPHA2, ATP13A2, PAFAH2, LINC01226, AZIN2, MYCL, RIMS3, TTC39A"
"108","PDC_multiome","AJAP1, EPHA2, LINC01226, AZIN2, NEGR1, COL24A1, SORT1, FLG-AS1, FCER1G, BX284613.2"
"109","preB","PCSK9, SPTA1, ARPP21, HHIP-AS1, AKAP12, ENTPD8, DNTT, IGF2, RAG1, RAG2"
"110","preGC_1","YBX1, PRDX1, PTMA, NPM1, HSP90AB1, MIF, FABP5, NME2, NCL, BCL2A1"
"111","preMature IgG+ PC","CNKSR1, SMPDL3B, HYI, TENT5C, SLAMF7, UAP1, H3F3A, PDIA6, SDC1, QPCT"
"112","preMature IgM+ PC","CHPF, RBM47, LINC02362, ELL2, LINC01484, PRDM1, CREB3L2, FKBP11, CFAP54, CKAP4"
"113","preT","LINC01226, CD1B, CD1E, ARPP21, UGT3A2, PTCRA, ELOVL4, DNTT, RAG1, RAG2"
"114","RM CD8 T","CD2, CD160, PYHIN1, FCRL6, SLAMF7, XCL2, LGR6, CD8A, CD8B, LINC02084"
"115","SCM CD8 T","CA6, MAN1C1, CD8A, CD8B, STAT4, TAFA1, TXK, LEF1, LEF1-AS1, IL7R"
"116","SELENOP FUCA1 PTGDS macrophages","PLA2G2D, C1QA, C1QC, C1QB, FUCA1, RAB42, SDC3, FABP3, C1orf54, SLAMF8"
"117","Short lived IgM+ PC","SLAMF7, CHPF, SAMD7, WFS1, LARP1B, LINC02362, ELL2, LINC01484, LINC01485, TXNDC5"
"118","Surface epithelium","RNF223, ARHGEF16, ERRFI1, KAZN, EPHA2, PADI1, PADI3, ARHGEF10L, PLA2G2F, CAMK2N1"
"119","T-Eff-Mem","TNFRSF4, TNFRSF25, UBXN10-AS1, MAN1C1, GBP2, GBP5, CD2, S100A4, IL6R, PBXIP1"
"120","T-helper","HES4, TNFRSF18, TNFRSF4, TNFRSF25, TNFRSF1B, IL23R, GBP2, GBP5, CSF1, CD2"
"121","T-Trans-Mem","TNFRSF25, IL23R, CD2, S100A4, PBXIP1, CD247, B3GALT2, ATP2B4, CHRM3-AS2, LINC01871"
"122","TCRVδ+ gd T","ZNF683, FCRL6, CD244, XCL2, XCL1, DYSF, GNLY, CD8A, GPR171, ITGA1"
"123","Tfh T:B border","NFIA, ADGRL4, LRRC8D, CD2, IL6R, PYHIN1, CD84, NOS1AP, CD247, PTPRC"
"124","Tfh-LZ-GC","TNFRSF4, TNFRSF25, SELENON, EPB41, LCK, HEYL, NFIA, GBP2, KIAA1324, DENND2D"
"125","Tfh-Mem","TNFRSF18, TNFRSF4, TNFRSF1B, LCK, PIK3R3, NFIA, GBP2, KIAA1324, CSF1, CD2"
"126","unknown","CCN1, SELE, PRRX1, LAMC2, NFASC, PLOD2, PDLIM3, SLC22A3, MAGI2-AS3, FAM189A2"
"127","VEGFA+","RNF207, ERRFI1, EPHA2, PLA2G2F, SFN, COL16A1, PTPRF, CYP4B1, CYP4X1, TACSTD2"
"128","GC LZ Noproli","LINC00550, KRT31, ASB10, FAM240B, BCL2A1, EBI3, FABP5, HSP90AB1, DUSP2, NME1"
"129","IFN CD8 T","IFIT1, GZMK, OASL, NKG7, USP18, GZMA, CCL5, IFI44L, CD8A, GZMH"
"130","Early MBC","IGHD, SMIM14, CR2, HLA-DPB1, BANK1, CD52, HTR3A, CD1C, IGHM, NEIL1"
"131","Dark Zone GCBC","LHFPL3-AS1, WSPAR, IGHV3OR15-7, LINC02053, LINC00706, CPNE6, B4GALNT1, RSPO2, EPHA10, GDF5"
"132","Proliferative NBC","IGHM, IGHD, HMGB2, HLA-DRA, HLA-DPA1, STMN1, HLA-DPB1, CD52, TUBA1B, FTH1"
"133","Transitional PB","POU6F2-AS1, PRRX2-AS1, LINC01039, CKAP4, LINC00840, HYOU1, FKBP11, GMPPB, FOXE3, PRDM1"
"134","class switch MBC","LINC01428, L34079.3, KLK15, AMPD1, OR1Q1, LINC02768, PIWIL3, FBXO36-IT1, LINC01273, SLC5A12"
"135","MBC derived early PC precursor","DERL3, FKBP11, DAOA-AS1, XBP1, MZB1, PRDX4, SSR4, IGHG3, SPAG4, ITM2C"
"136","preGC_2","FAU, TMSB4X, RACK1, MARCKSL1, HLA-DRA, HLA-DPB1, CD52, FEZF1, ARPC3, EEF1A1"
"137","GC DZ Noproli","IGHM, CD79B, CD37, INSL5, NCF1, NEIL1, MS4A1, TCL1A, IGHD, CD52"
